fast,slow,signal,win,lose,result,winrate
2,23,6,288,181,1424968.8400000005,61.40724946695096
6,23,2,288,181,1424968.8400000005,61.40724946695096
4,13,9,210,132,992272.9099999997,61.40350877192982
4,20,5,245,154,1169231.7999999998,61.40350877192982
5,11,5,245,154,1158468.7599999998,61.40350877192982
5,18,8,175,110,772626.8799999994,61.40350877192982
5,20,4,245,154,1169231.7999999998,61.40350877192982
7,19,8,140,88,511014.7300000003,61.40350877192982
8,18,5,175,110,772626.8799999994,61.40350877192982
8,19,7,140,88,511014.7300000003,61.40350877192982
9,13,4,210,132,992272.9099999997,61.40350877192982
2,13,6,307,193,1526015.4000000006,61.4
6,13,2,307,193,1526015.4000000006,61.4
3,21,5,264,166,1253724.1999999995,61.395348837209305
5,21,3,264,166,1253724.1999999995,61.395348837209305
3,16,9,229,144,1125581.4699999997,61.394101876675606
9,16,3,229,144,1125581.4699999997,61.394101876675606
3,14,7,256,161,1214742.3699999996,61.39088729016787
7,14,3,256,161,1214742.3699999996,61.39088729016787
2,23,4,318,200,1580534.7000000002,61.38996138996139
4,23,2,318,200,1580534.7000000002,61.38996138996139
2,20,7,283,178,1400055.0400000003,61.388286334056396
7,20,2,283,178,1400055.0400000003,61.388286334056396
2,16,5,310,195,1546220.8000000007,61.386138613861384
2,17,5,310,195,1544029.4000000006,61.386138613861384
5,13,9,186,117,822472.8599999995,61.386138613861384
5,16,2,310,195,1546220.8000000007,61.386138613861384
5,17,2,310,195,1544029.4000000006,61.386138613861384
9,13,5,186,117,822472.8599999995,61.386138613861384
4,12,9,213,134,979138.4299999995,61.38328530259366
9,12,4,213,134,979138.4299999995,61.38328530259366
3,20,5,267,168,1267059.0499999998,61.37931034482759
5,20,3,267,168,1267059.0499999998,61.37931034482759
2,18,9,259,163,1256904.6399999997,61.37440758293839
4,22,4,259,163,1244185.7699999996,61.37440758293839
9,18,2,259,163,1256904.6399999997,61.37440758293839
5,17,5,224,141,1048589.4299999997,61.36986301369863
2,10,8,297,187,1446107.4500000007,61.36363636363637
3,13,9,243,153,1147292.0799999996,61.36363636363637
8,10,2,297,187,1446107.4500000007,61.36363636363637
9,13,3,243,153,1147292.0799999996,61.36363636363637
2,22,6,289,182,1435403.5200000007,61.3588110403397
3,17,4,289,182,1413004.0000000007,61.3588110403397
4,17,3,289,182,1413004.0000000007,61.3588110403397
6,22,2,289,182,1435403.5200000007,61.3588110403397
3,23,5,262,165,1240161.3199999998,61.35831381733021
5,23,3,262,165,1240161.3199999998,61.35831381733021
4,16,8,208,131,996613.2299999999,61.35693215339233
8,16,4,208,131,996613.2299999999,61.35693215339233
3,15,4,292,184,1443904.6000000008,61.34453781512605
4,15,3,292,184,1443904.6000000008,61.34453781512605
8,19,8,130,82,460397.4600000002,61.320754716981135
6,14,7,187,118,819049.0599999994,61.31147540983606
7,14,6,187,118,819049.0599999994,61.31147540983606
3,23,3,309,195,1542847.050000001,61.30952380952381
3,24,3,309,195,1539566.850000001,61.30952380952381
2,22,7,277,175,1353703.2400000002,61.283185840707965
7,22,2,277,175,1353703.2400000002,61.283185840707965
2,24,7,269,170,1345633.8400000003,61.275626423690206
4,15,4,269,170,1292156.8199999996,61.275626423690206
7,24,2,269,170,1345633.8400000003,61.275626423690206
4,15,5,250,158,1191987.92,61.27450980392157
5,15,4,250,158,1191987.92,61.27450980392157
3,13,5,280,177,1347066.12,61.2691466083151
5,13,3,280,177,1347066.12,61.2691466083151
6,18,8,155,98,647657.6400000001,61.26482213438735
8,18,6,155,98,647657.6400000001,61.26482213438735
7,20,8,136,86,478512.5400000001,61.26126126126126
8,20,7,136,86,478512.5400000001,61.26126126126126
2,14,5,313,198,1532455.2500000007,61.25244618395303
5,14,2,313,198,1532455.2500000007,61.25244618395303
5,11,8,207,131,943881.8099999996,61.24260355029586
8,11,5,207,131,943881.8099999996,61.24260355029586
3,12,7,259,164,1245370.4199999992,61.22931442080378
7,12,3,259,164,1245370.4199999992,61.22931442080378
6,20,8,150,95,604744.6800000003,61.224489795918366
8,20,6,150,95,604744.6800000003,61.224489795918366
3,12,5,281,178,1364978.7200000007,61.22004357298475
5,12,3,281,178,1364978.7200000007,61.22004357298475
5,18,5,221,140,1064306.7799999996,61.21883656509695
3,15,6,262,166,1253305.1499999994,61.21495327102804
6,15,3,262,166,1253305.1499999994,61.21495327102804
3,15,8,243,154,1160859.0999999996,61.20906801007557
8,15,3,243,154,1160859.0999999996,61.20906801007557
6,15,7,183,116,796249.3599999996,61.20401337792642
7,15,6,183,116,796249.3599999996,61.20401337792642
3,17,9,224,142,1092636.5199999998,61.202185792349724
9,17,3,224,142,1092636.5199999998,61.202185792349724
6,10,8,194,123,847163.5099999995,61.198738170347006
8,10,6,194,123,847163.5099999995,61.198738170347006
6,17,7,175,111,784391.0599999995,61.18881118881119
7,17,6,175,111,784391.0599999995,61.18881118881119
2,15,5,309,196,1526811.1000000006,61.18811881188119
5,15,2,309,196,1526811.1000000006,61.18811881188119
3,16,6,260,165,1235151.5499999993,61.1764705882353
6,16,3,260,165,1235151.5499999993,61.1764705882353
4,13,6,241,153,1116065.2,61.16751269035533
6,13,4,241,153,1116065.2,61.16751269035533
5,15,8,189,120,859895.0599999997,61.16504854368932
8,15,5,189,120,859895.0599999997,61.16504854368932
2,21,8,263,167,1308679.84,61.16279069767442
8,21,2,263,167,1308679.84,61.16279069767442
2,17,8,274,174,1351046.8000000003,61.160714285714285
4,19,7,211,134,1012161.6199999995,61.15942028985507
7,19,4,211,134,1012161.6199999995,61.15942028985507
2,16,9,266,169,1288887.92,61.14942528735632
2,20,8,266,169,1300534.24,61.14942528735632
3,19,5,266,169,1265568.6499999997,61.14942528735632
5,19,3,266,169,1265568.6499999997,61.14942528735632
8,20,2,266,169,1300534.24,61.14942528735632
9,16,2,266,169,1288887.92,61.14942528735632
5,17,8,181,115,809367.8599999993,61.148648648648646
8,17,5,181,115,809367.8599999993,61.148648648648646
2,24,6,288,183,1434111.2400000005,61.146496815286625
6,17,6,192,122,886717.6299999994,61.146496815286625
6,24,2,288,183,1434111.2400000005,61.146496815286625
7,10,7,192,122,860255.5099999997,61.146496815286625
4,17,4,264,168,1256911.0499999996,61.111111111111114
8,18,8,132,84,440871.8100000003,61.111111111111114
4,20,4,256,163,1209666.9999999995,61.097852028639615
4,19,6,223,142,1088868.8499999996,61.0958904109589
6,19,4,223,142,1088868.8499999996,61.0958904109589
4,18,7,212,135,1011349.6699999997,61.09510086455332
7,18,4,212,135,1011349.6699999997,61.09510086455332
5,14,8,190,121,862338.9599999996,61.09324758842444
8,14,5,190,121,862338.9599999996,61.09324758842444
6,21,8,146,93,566747.6599999999,61.08786610878661
8,21,6,146,93,566747.6599999999,61.08786610878661
8,17,8,135,86,471334.24000000034,61.085972850678736
3,24,5,259,165,1222520.0699999998,61.08490566037736
5,24,3,259,165,1222520.0699999998,61.08490566037736
2,22,4,317,202,1580015.1800000002,61.078998073217726
4,22,2,317,202,1580015.1800000002,61.078998073217726
2,14,9,273,174,1332994.1,61.07382550335571
6,13,8,182,116,792771.9599999995,61.07382550335571
8,13,6,182,116,792771.9599999995,61.07382550335571
2,23,8,262,167,1299691.9900000002,61.07226107226107
8,23,2,262,167,1299691.9900000002,61.07226107226107
5,18,6,207,132,983545.35,61.06194690265487
6,18,5,207,132,983545.35,61.06194690265487
5,16,8,185,118,834643.1099999993,61.056105610561055
8,16,5,185,118,834643.1099999993,61.056105610561055
3,14,4,293,187,1453824.450000001,61.041666666666664
4,14,3,293,187,1453824.450000001,61.041666666666664
2,23,7,271,173,1322144.9400000004,61.03603603603604
6,18,7,166,106,724495.4699999997,61.029411764705884
7,18,6,166,106,724495.4699999997,61.029411764705884
2,16,8,277,177,1350003.2500000005,61.013215859030836
8,16,2,277,177,1350003.2500000005,61.013215859030836
3,11,8,255,163,1229309.0199999996,61.004784688995215
8,11,3,255,163,1229309.0199999996,61.004784688995215
4,12,6,244,156,1152551.9,61.0
6,12,4,244,156,1152551.9,61.0
2,18,8,269,172,1308572.9900000002,60.997732426303855
8,18,2,269,172,1308572.9900000002,60.997732426303855
3,22,3,308,197,1527667.130000001,60.99009900990099
7,17,9,136,87,487435.08000000025,60.98654708520179
9,17,7,136,87,487435.08000000025,60.98654708520179
4,14,8,211,135,1000830.3599999994,60.982658959537574
8,14,4,211,135,1000830.3599999994,60.982658959537574
2,22,8,261,167,1292642.9900000002,60.981308411214954
8,22,2,261,167,1292642.9900000002,60.981308411214954
3,14,6,264,169,1268461.9699999995,60.969976905311775
6,14,3,264,169,1268461.9699999995,60.969976905311775
4,16,7,214,137,1021303.1799999995,60.96866096866097
7,16,4,214,137,1021303.1799999995,60.96866096866097
5,12,9,189,121,845603.8599999993,60.96774193548387
9,12,5,189,121,845603.8599999993,60.96774193548387
2,19,8,267,171,1303492.2900000003,60.95890410958904
8,19,2,267,171,1303492.2900000003,60.95890410958904
7,23,2,270,173,1308258.1400000004,60.94808126410835
4,20,6,220,141,1063227.17,60.94182825484764
6,20,4,220,141,1063227.17,60.94182825484764
6,22,7,156,100,654996.91,60.9375
7,22,6,156,100,654996.91,60.9375
4,17,7,212,136,1011604.4499999996,60.91954022988506
7,17,4,212,136,1011604.4499999996,60.91954022988506
6,11,8,187,120,831180.9099999996,60.91205211726384
8,11,6,187,120,831180.9099999996,60.91205211726384
3,11,5,282,181,1377109.7700000005,60.90712742980561
5,11,3,282,181,1381517.6700000006,60.90712742980561
6,16,8,162,104,696663.0199999999,60.902255639097746
8,16,6,162,104,696663.0199999999,60.902255639097746
4,19,4,257,165,1221862.5499999993,60.90047393364929
4,11,4,274,176,1313901.2200000004,60.888888888888886
5,15,9,179,115,805112.5099999992,60.8843537414966
9,15,5,179,115,805112.5099999992,60.8843537414966
5,10,5,249,160,1190447.9599999995,60.880195599022
2,15,9,269,173,1317141.4500000002,60.85972850678733
9,15,2,269,173,1317141.4500000002,60.85972850678733
5,14,7,199,128,917064.7599999995,60.85626911314985
7,14,5,199,128,917064.7599999995,60.85626911314985
8,17,2,272,175,1337905.9000000004,60.85011185682327
6,12,7,191,123,866721.4099999995,60.82802547770701
7,12,6,191,123,866721.4099999995,60.82802547770701
5,13,5,236,152,1086615.8999999997,60.824742268041234
2,21,4,315,203,1566295.4800000004,60.810810810810814
4,21,2,315,203,1566295.4800000004,60.810810810810814
6,11,9,180,116,781922.5099999997,60.810810810810814
9,11,6,180,116,781922.5099999997,60.810810810810814
9,16,9,121,78,410423.81000000035,60.80402010050251
4,13,7,228,147,1050095.4499999997,60.8
7,13,4,228,147,1050095.4499999997,60.8
5,12,7,214,138,979973.8099999994,60.79545454545455
7,12,5,214,138,979973.8099999994,60.79545454545455
3,18,3,307,198,1520524.4300000006,60.79207920792079
4,13,8,217,140,997296.0299999997,60.78431372549019
8,13,4,217,140,997296.0299999997,60.78431372549019
5,10,9,203,131,917329.5099999995,60.778443113772454
9,10,5,203,131,917329.5099999995,60.778443113772454
4,21,5,237,153,1139327.82,60.76923076923077
5,21,4,237,153,1139327.82,60.76923076923077
9,14,2,271,175,1319853.2,60.762331838565025
2,18,4,319,206,1563898.4800000004,60.76190476190476
4,18,2,319,206,1563898.4800000004,60.76190476190476
4,18,4,257,166,1219227.3999999994,60.7565011820331
7,16,7,161,104,694725.7699999999,60.75471698113208
2,20,4,317,205,1563648.7800000003,60.727969348659
4,20,2,317,205,1563648.7800000003,60.727969348659
3,10,9,252,163,1198649.7699999998,60.72289156626506
9,10,3,252,163,1198649.7699999998,60.72289156626506
3,10,5,286,185,1396730.1200000008,60.72186836518047
5,10,3,286,185,1396730.1200000008,60.72186836518047
6,13,7,187,121,827762.1099999993,60.714285714285715
7,13,6,187,121,827762.1099999993,60.714285714285715
9,17,9,119,77,418831.7600000005,60.714285714285715
4,18,6,224,145,1063734.6799999995,60.704607046070464
6,18,4,224,145,1063734.6799999995,60.704607046070464
6,12,6,207,134,926068.3599999995,60.70381231671554
7,18,8,139,90,512234.0600000001,60.698689956331876
8,18,7,139,90,512234.0600000001,60.698689956331876
2,17,9,261,169,1259496.3899999997,60.69767441860465
9,17,2,261,169,1259496.3899999997,60.69767441860465
8,17,9,125,81,435597.11000000034,60.679611650485434
9,17,8,125,81,435597.11000000034,60.679611650485434
2,12,6,304,197,1502805.4500000007,60.678642714570856
6,12,2,304,197,1502805.4500000007,60.678642714570856
3,17,3,307,199,1513432.9800000004,60.67193675889328
7,20,7,145,94,563530.9300000002,60.66945606694561
5,14,9,182,118,809534.3099999992,60.666666666666664
6,12,8,182,118,788408.1099999996,60.666666666666664
8,12,6,182,118,788408.1099999996,60.666666666666664
9,14,5,182,118,809534.3099999992,60.666666666666664
5,13,6,219,142,998399.1799999997,60.664819944598335
6,13,5,219,142,998399.1799999997,60.664819944598335
6,13,6,202,131,916259.5099999995,60.66066066066066
4,14,7,222,144,1029061.2999999997,60.65573770491803
7,14,4,222,144,1029061.2999999997,60.65573770491803
7,18,7,148,96,588550.3100000003,60.65573770491803
2,19,4,316,205,1552176.3800000004,60.65259117082534
4,19,2,316,205,1552176.3800000004,60.65259117082534
7,17,7,154,100,636930.6900000001,60.62992125984252
4,11,7,234,152,1074478.2999999998,60.62176165803109
7,11,4,234,152,1074478.2999999998,60.62176165803109
3,13,4,294,191,1450374.0500000007,60.618556701030926
4,13,3,294,191,1450374.0500000007,60.618556701030926
6,16,7,177,115,784409.7099999994,60.61643835616438
7,16,6,177,115,784409.7099999994,60.61643835616438
6,11,7,197,128,860823.9099999995,60.61538461538461
7,11,6,197,128,860823.9099999995,60.61538461538461
6,10,9,183,119,800258.8599999998,60.59602649006622
9,10,6,183,119,800258.8599999998,60.59602649006622
3,19,3,306,199,1511265.1800000006,60.59405940594059
6,18,9,143,93,554327.93,60.59322033898305
9,18,6,143,93,554327.93,60.59322033898305
6,10,7,206,134,921261.0199999997,60.588235294117645
7,10,6,206,134,921261.0199999997,60.588235294117645
4,10,8,230,150,1052038.5499999998,60.526315789473685
4,15,8,207,135,979940.8299999997,60.526315789473685
8,10,4,230,150,1052038.5499999998,60.526315789473685
8,15,4,207,135,979940.8299999997,60.526315789473685
3,20,3,305,199,1517398.130000001,60.51587301587302
3,21,3,305,199,1517398.130000001,60.51587301587302
6,16,6,190,124,866305.7099999995,60.50955414012739
6,17,9,147,96,577323.9100000001,60.49382716049383
9,17,6,147,96,577323.9100000001,60.49382716049383
8,15,9,130,85,459137.9900000004,60.46511627906977
9,15,8,130,85,459137.9900000004,60.46511627906977
4,12,8,217,142,985567.6299999997,60.44568245125348
8,12,4,217,142,985567.6299999997,60.44568245125348
4,10,4,275,180,1336115.4200000004,60.43956043956044
2,16,4,319,209,1572273.4800000004,60.416666666666664
4,15,6,232,152,1086045.4499999997,60.416666666666664
4,16,2,319,209,1572273.4800000004,60.416666666666664
5,13,7,203,133,914086.1599999996,60.416666666666664
6,15,4,232,152,1086045.4499999997,60.416666666666664
7,13,5,203,133,914086.1599999996,60.416666666666664
6,16,9,148,97,588344.8100000003,60.40816326530612
9,16,6,148,97,588344.8100000003,60.40816326530612
6,15,9,151,99,614143.7900000002,60.4
9,15,6,151,99,614143.7900000002,60.4
7,11,7,183,120,800258.8599999998,60.396039603960396
4,11,9,215,141,986094.8799999997,60.39325842696629
9,11,4,215,141,986094.8799999997,60.39325842696629
2,24,3,329,216,1606687.6999999997,60.36697247706422
3,24,2,329,216,1606687.6999999997,60.36697247706422
4,12,7,233,153,1071926.3999999997,60.362694300518136
7,12,4,233,153,1071926.3999999997,60.362694300518136
8,16,8,134,88,481171.5300000003,60.36036036036036
2,17,4,318,209,1563259.7300000004,60.3415559772296
4,17,2,318,209,1563259.7300000004,60.3415559772296
5,10,7,219,144,975156.5199999997,60.33057851239669
7,10,5,219,144,975156.5199999997,60.33057851239669
7,19,7,146,96,572293.8100000003,60.33057851239669
9,15,9,120,79,395862.8600000004,60.301507537688444
5,10,8,211,139,955967.3699999995,60.285714285714285
8,10,5,211,139,955967.3699999995,60.285714285714285
6,14,8,173,114,760555.8599999995,60.278745644599304
8,14,6,173,114,760555.8599999995,60.278745644599304
7,13,7,176,116,760138.3099999998,60.273972602739725
4,17,6,226,149,1059999.2799999998,60.266666666666666
6,17,4,226,149,1059999.2799999998,60.266666666666666
5,10,6,229,151,1054730.4599999997,60.26315789473684
6,10,5,229,151,1054730.4599999997,60.26315789473684
7,15,9,138,91,519909.88000000006,60.262008733624455
9,15,7,138,91,519909.88000000006,60.262008733624455
4,14,6,235,155,1083145.5999999996,60.256410256410255
6,14,4,235,155,1083145.5999999996,60.256410256410255
6,19,8,150,99,621225.2800000001,60.24096385542169
8,19,6,150,99,621225.2800000001,60.24096385542169
3,16,3,306,202,1500048.6800000004,60.23622047244095
5,14,5,233,154,1070539.7999999996,60.20671834625323
7,12,7,177,117,768990.9599999996,60.204081632653065
8,18,9,124,82,430519.11000000034,60.19417475728155
9,18,8,124,82,430519.11000000034,60.19417475728155
6,10,6,216,143,965325.5699999997,60.16713091922006
7,16,8,145,96,574907.0100000002,60.16597510373444
8,16,7,145,96,574907.0100000002,60.16597510373444
4,11,8,225,149,1021598.1799999998,60.160427807486634
5,11,6,225,149,1021504.6399999997,60.160427807486634
6,11,5,225,149,1021504.6399999997,60.160427807486634
8,11,4,225,149,1021598.1799999998,60.160427807486634
4,16,6,228,151,1067961.6299999997,60.15831134564644
6,16,4,228,151,1067961.6299999997,60.15831134564644
4,10,9,223,148,1008876.4299999996,60.107816711590296
5,16,5,223,148,1033318.7999999997,60.107816711590296
9,10,4,223,148,1008876.4299999996,60.107816711590296
7,17,8,140,93,547909.4100000001,60.08583690987125
8,17,7,140,93,547909.4100000001,60.08583690987125
2,13,5,307,204,1501937.0000000007,60.07827788649706
3,15,3,307,204,1496941.9300000004,60.07827788649706
5,13,2,307,204,1501937.0000000007,60.07827788649706
2,23,3,329,219,1621782.9,60.03649635036496
3,23,2,329,219,1621782.9,60.03649635036496
6,11,6,210,140,949255.9699999996,60.0
7,10,8,177,118,742689.9099999998,60.0
8,10,7,177,118,742689.9099999998,60.0
2,10,7,298,199,1469993.550000001,59.95975855130785
7,10,2,298,199,1469993.550000001,59.95975855130785
2,22,3,329,220,1621376.38,59.92714025500911
3,22,2,329,220,1621376.38,59.92714025500911
8,15,8,136,91,506884.13000000006,59.91189427312775
7,16,9,133,89,472271.33000000025,59.909909909909906
9,16,7,133,89,472271.33000000025,59.909909909909906
3,11,4,294,197,1443998.0000000007,59.877800407331975
4,11,3,294,197,1443998.0000000007,59.877800407331975
6,15,8,164,110,717489.9099999996,59.85401459854015
8,15,6,164,110,717489.9099999996,59.85401459854015
2,12,5,311,209,1522103.6000000008,59.80769230769231
5,12,2,311,209,1522103.6000000008,59.80769230769231
2,10,6,302,203,1481151.1000000008,59.801980198019805
6,10,2,302,203,1481151.1000000008,59.801980198019805
6,14,9,159,107,684340.4199999998,59.774436090225564
9,14,6,159,107,684340.4199999998,59.774436090225564
2,15,4,316,213,1556926.7800000005,59.73534971644612
4,15,2,316,213,1556926.7800000005,59.73534971644612
3,14,3,308,208,1506752.2300000007,59.689922480620154
5,15,5,225,152,1034157.1499999997,59.681697612732094
5,12,6,222,150,1005879.2299999996,59.67741935483871
6,12,5,222,150,1005879.2299999996,59.67741935483871
7,11,8,173,117,728218.5099999999,59.6551724137931
8,11,7,173,117,728218.5099999999,59.6551724137931
2,21,3,328,222,1601181.33,59.63636363636363
3,21,2,328,222,1601181.33,59.63636363636363
8,14,9,130,88,460501.33000000037,59.63302752293578
9,14,8,130,88,460501.33000000037,59.63302752293578
2,20,3,329,223,1600487.0999999999,59.60144927536232
3,20,2,329,223,1600487.0999999999,59.60144927536232
2,11,6,299,203,1463675.8500000008,59.56175298804781
6,11,2,299,203,1463675.8500000008,59.56175298804781
3,12,4,291,198,1441474.8500000008,59.50920245398773
4,12,3,291,198,1441474.8500000008,59.50920245398773
2,14,4,315,215,1522636.6000000006,59.43396226415094
4,14,2,315,215,1522636.6000000006,59.43396226415094
9,13,9,126,86,436313.04000000044,59.43396226415094
7,15,8,145,99,576383.1100000003,59.42622950819672
8,15,7,145,99,576383.1100000003,59.42622950819672
7,15,7,161,110,703021.7099999996,59.40959409594096
5,11,7,212,145,970341.2199999996,59.38375350140056
7,11,5,212,145,970341.2199999996,59.38375350140056
6,12,9,171,117,742279.1899999996,59.375
9,11,9,133,91,481379.42999999976,59.375
9,12,6,171,117,742279.1899999996,59.375
7,14,7,168,115,739208.4399999997,59.36395759717315
2,13,4,318,218,1554061.9500000004,59.32835820895522
4,13,2,318,218,1554061.9500000004,59.32835820895522
7,14,8,150,103,607084.0700000001,59.28853754940712
8,14,7,150,103,607084.0700000001,59.28853754940712
2,19,3,329,226,1574684.9,59.27927927927928
3,19,2,329,226,1574684.9,59.27927927927928
3,13,3,307,211,1490485.5000000007,59.26640926640927
3,10,4,292,201,1430268.8200000005,59.22920892494929
4,10,3,292,201,1430268.8200000005,59.22920892494929
9,12,9,132,91,488908.83000000013,59.19282511210762
8,13,9,133,92,487281.32999999996,59.111111111111114
9,13,8,133,92,487281.32999999996,59.111111111111114
2,18,3,328,228,1561484.85,58.992805755395686
3,18,2,328,228,1561484.85,58.992805755395686
2,10,5,310,216,1501412.3500000006,58.93536121673004
2,11,5,310,216,1521597.7200000007,58.93536121673004
5,10,2,310,216,1501412.3500000006,58.93536121673004
5,11,2,310,216,1521597.7200000007,58.93536121673004
8,13,8,142,99,561092.9800000001,58.92116182572614
9,10,9,139,97,528197.78,58.898305084745765
2,12,4,318,222,1530541.3500000003,58.888888888888886
4,12,2,318,222,1530541.3500000003,58.888888888888886
7,13,8,156,109,650714.5599999998,58.867924528301884
8,13,7,156,109,650714.5599999998,58.867924528301884
7,10,9,167,117,716962.06,58.80281690140845
9,10,7,167,117,716962.06,58.80281690140845
8,12,9,137,96,531789.33,58.798283261802574
9,12,8,137,96,531789.33,58.798283261802574
7,12,8,164,115,706404.3399999999,58.78136200716846
8,12,7,164,115,706404.3399999999,58.78136200716846
6,13,9,161,113,694840.0099999997,58.75912408759124
9,13,6,161,113,694840.0099999997,58.75912408759124
2,17,3,329,231,1576162.25,58.75
3,17,2,329,231,1576162.25,58.75
3,11,3,309,217,1498581.0500000007,58.745247148288975
3,12,3,306,215,1483190.7500000005,58.73320537428023
7,13,9,142,100,561292.1600000001,58.67768595041322
9,13,7,142,100,561292.1600000001,58.67768595041322
7,12,9,151,107,606705.0699999998,58.52713178294574
9,12,7,151,107,606705.0699999998,58.52713178294574
8,10,8,162,115,677665.8099999999,58.48375451263538
7,14,9,138,98,536829.9800000001,58.47457627118644
9,14,7,138,98,536829.9800000001,58.47457627118644
8,11,8,156,111,634881.79,58.42696629213483
2,16,3,327,233,1553789.7999999998,58.392857142857146
3,16,2,327,233,1553789.7999999998,58.392857142857146
8,10,9,151,108,595559.3399999999,58.3011583011583
9,10,8,151,108,595559.3399999999,58.3011583011583
8,14,8,134,96,510527.23000000004,58.26086956521739
2,24,2,346,248,1676721.14,58.24915824915825
7,11,9,156,112,644405.54,58.208955223880594
9,11,7,156,112,644405.54,58.208955223880594
2,11,4,316,227,1518473.9000000004,58.195211786372006
4,11,2,316,227,1518473.9000000004,58.195211786372006
8,11,9,140,101,540661.9300000003,58.09128630705394
9,11,8,140,101,540661.9300000003,58.09128630705394
8,12,8,145,105,595500.4400000002,58.0
2,15,3,326,237,1545671.2999999996,57.90408525754884
3,15,2,326,237,1545671.2999999996,57.90408525754884
3,10,3,307,224,1486352.4500000002,57.81544256120527
2,14,3,327,240,1535438.15,57.67195767195767
3,14,2,327,240,1535438.15,57.67195767195767
2,10,4,315,232,1515738.6500000004,57.586837294332724
4,10,2,315,232,1515738.6500000004,57.586837294332724
2,13,3,329,244,1553355.1999999995,57.417102966841185
3,13,2,329,244,1553355.1999999995,57.417102966841185
2,21,2,344,257,1630187.1099999996,57.23793677204659
2,22,2,341,256,1608885.0199999998,57.11892797319933
2,18,2,346,260,1639220.1600000001,57.0957095709571
2,19,2,344,259,1623943.9600000004,57.04809286898839
2,23,2,340,256,1614225.0399999998,57.04697986577181
2,17,2,346,261,1647897.59,57.00164744645799
2,20,2,343,260,1625074.0599999998,56.882255389718075
2,12,3,328,250,1556530.7999999996,56.74740484429066
3,12,2,328,250,1556530.7999999996,56.74740484429066
2,16,2,344,264,1642391.24,56.578947368421055
2,11,3,329,256,1564681.7399999995,56.23931623931624
3,11,2,329,256,1564681.7399999995,56.23931623931624
2,15,2,343,269,1648729.6399999997,56.04575163398693
2,10,3,328,262,1541429.2699999996,55.59322033898305
3,10,2,328,262,1541429.2699999996,55.59322033898305
2,14,2,341,273,1641837.89,55.53745928338762
2,13,2,337,279,1595408.1400000001,54.70779220779221
2,12,2,335,281,1566172.8900000004,54.383116883116884
2,11,2,334,282,1554841.4200000002,54.22077922077922
2,10,2,334,284,1527370.4200000002,54.045307443365694
